graph_id,image,source,pack_id,gitqa_ref,n,m,girth,cycles,longest_cycle,crossings,ring_order,gold_cycle,foil_kind,reviewer,display_note
0,r000_circular.png,gitqa,gitqa_00,1070,26,26,9,1,,79,node_id,4 – 25 – 3 – 1 – 0 – 21 – 13 – 18 – 14,premature,40190,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
275,r275_circular.png,generated,137,gen-137,17,18,4,2,7,45,node_id,5 – 7 – 1 – 14,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
276,r276_circular.png,gitqa,gitqa_138,1208,28,31,3,4,,152,node_id,4 – 1 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
277,r277_circular.png,generated,138,gen-138,14,15,5,2,8,22,node_id,8 – 4 – 1 – 2 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
278,r278_circular.png,gitqa,gitqa_139,1209,28,28,3,1,,115,node_id,1 – 0 – 23,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
279,r279_circular.png,generated,139,gen-139,11,13,6,3,10,19,node_id,6 – 0 – 1 – 3 – 9 – 2,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
280,r280_circular.png,gitqa,gitqa_140,1210,28,30,3,3,,1,cycle_backbone,4 – 0 – 3,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
281,r281_circular.png,generated,140,gen-140,14,14,3,1,3,25,node_id,7 – 2 – 4,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
282,r282_circular.png,gitqa,gitqa_141,1211,28,31,5,4,,171,node_id,19 – 0 – 2 – 20 – 6,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
283,r283_circular.png,generated,141,gen-141,19,21,4,3,6,44,node_id,2 – 8 – 11 – 14,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
284,r284_circular.png,gitqa,gitqa_142,1212,28,28,6,1,,131,node_id,1 – 15 – 27 – 14 – 16 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
285,r285_circular.png,generated,142,gen-142,11,11,5,1,5,15,node_id,3 – 7 – 2 – 9 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
286,r286_circular.png,gitqa,gitqa_143,1213,28,28,4,1,,82,node_id,1 – 0 – 7 – 26,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
287,r287_circular.png,generated,143,gen-143,14,17,6,4,12,46,node_id,9 – 4 – 10 – 6 – 13 – 1,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
288,r288_circular.png,gitqa,gitqa_144,1214,28,29,3,2,,121,node_id,1 – 2 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
289,r289_circular.png,generated,144,gen-144,20,22,3,3,4,56,node_id,2 – 1 – 5,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
290,r290_circular.png,gitqa,gitqa_145,1215,28,29,7,2,,1,cycle_backbone,21 – 22 – 2 – 0 – 1 – 14 – 10,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
291,r291_circular.png,generated,145,gen-145,22,25,4,4,9,50,node_id,4 – 12 – 2 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
292,r292_circular.png,gitqa,gitqa_146,1216,28,29,4,2,,0,cycle_backbone,0 – 20 – 23 – 2,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
293,r293_circular.png,generated,146,gen-146,14,15,5,2,9,41,node_id,13 – 5 – 2 – 10 – 6,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
294,r294_circular.png,gitqa,gitqa_147,1217,28,29,3,2,,102,node_id,27 – 0 – 1,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
295,r295_circular.png,generated,147,gen-147,13,13,6,1,6,17,node_id,11 – 3 – 5 – 9 – 2 – 12,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
296,r296_circular.png,gitqa,gitqa_148,1218,28,30,3,3,,1,cycle_backbone,3 – 0 – 4,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
297,r297_circular.png,generated,148,gen-148,19,21,3,3,6,47,node_id,4 – 6 – 13,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
298,r298_circular.png,gitqa,gitqa_149,1219,28,30,6,3,,114,node_id,2 – 17 – 23 – 4 – 1 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
299,r299_circular.png,generated,149,gen-149,14,17,4,4,9,31,node_id,5 – 0 – 2 – 8,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
300,r300_circular.png,gitqa,gitqa_150,1220,28,29,6,2,,115,node_id,17 – 26 – 0 – 2 – 19 – 15,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
301,r301_circular.png,generated,150,gen-150,12,15,5,4,9,24,node_id,8 – 3 – 2 – 7 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
302,r302_circular.png,gitqa,gitqa_151,1221,28,28,7,1,,0,cycle_backbone,17 – 7 – 6 – 0 – 1 – 22 – 12,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
303,r303_circular.png,generated,151,gen-151,12,14,6,3,10,28,node_id,5 – 1 – 10 – 2 – 4 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
304,r304_circular.png,gitqa,gitqa_152,1222,28,28,8,1,,101,node_id,12 – 3 – 20 – 23 – 27 – 0 – 1 – 11,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
305,r305_circular.png,generated,152,gen-152,17,19,3,3,8,38,node_id,7 – 0 – 10,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
306,r306_circular.png,gitqa,gitqa_153,1223,28,28,9,1,,110,node_id,9 – 1 – 0 – 6 – 27 – 26 – 23 – 21 – 18,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
307,r307_circular.png,generated,153,gen-153,13,15,4,3,8,44,node_id,4 – 11 – 5 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
308,r308_circular.png,gitqa,gitqa_154,1224,28,29,6,2,,5,cycle_backbone,2 – 4 – 20 – 12 – 1 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
309,r309_circular.png,generated,154,gen-154,13,16,5,4,9,34,node_id,2 – 8 – 1 – 5 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
310,r310_circular.png,gitqa,gitqa_155,1225,28,28,6,1,,85,node_id,1 – 7 – 20 – 25 – 13 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
311,r311_circular.png,generated,155,gen-155,13,13,6,1,6,11,node_id,9 – 10 – 2 – 7 – 5 – 6,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
312,r312_circular.png,gitqa,gitqa_156,1226,28,30,5,3,,110,node_id,11 – 8 – 3 – 0 – 19,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
313,r313_circular.png,generated,156,gen-156,15,18,3,4,7,34,node_id,4 – 6 – 5,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
314,r314_circular.png,gitqa,gitqa_157,1227,28,31,4,4,,111,node_id,27 – 20 – 3 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
315,r315_circular.png,generated,157,gen-157,11,13,4,3,8,18,node_id,1 – 0 – 7 – 8,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
316,r316_circular.png,gitqa,gitqa_158,1228,28,29,6,2,,102,node_id,8 – 25 – 26 – 2 – 0 – 13,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
317,r317_circular.png,generated,158,gen-158,14,15,5,2,6,31,node_id,3 – 1 – 7 – 0 – 6,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
318,r318_circular.png,gitqa,gitqa_159,1229,28,28,6,1,,0,cycle_backbone,2 – 0 – 1 – 12 – 20 – 4,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
319,r319_circular.png,generated,159,gen-159,19,20,6,2,8,48,node_id,18 – 16 – 0 – 17 – 15 – 2,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
320,r320_circular.png,gitqa,gitqa_160,1230,28,29,5,2,,137,node_id,1 – 0 – 27 – 17 – 8,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
321,r321_circular.png,generated,160,gen-160,17,17,3,1,3,30,node_id,5 – 1 – 16,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
322,r322_circular.png,gitqa,gitqa_161,1231,28,29,6,2,,149,node_id,1 – 20 – 11 – 14 – 21 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
323,r323_circular.png,generated,161,gen-161,21,24,4,4,8,42,node_id,9 – 18 – 17 – 11,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
324,r324_circular.png,gitqa,gitqa_162,1232,28,28,11,1,,81,node_id,3 – 9 – 27 – 23 – 25 – 8 – 4 – 2 – 19 – 1 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
325,r325_circular.png,generated,162,gen-162,14,15,5,2,8,18,node_id,11 – 12 – 9 – 6 – 2,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
326,r326_circular.png,gitqa,gitqa_163,1233,28,30,3,3,,1,cycle_backbone,26 – 0 – 2,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
327,r327_circular.png,generated,163,gen-163,17,19,6,3,10,50,node_id,7 – 0 – 6 – 10 – 8 – 3,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
328,r328_circular.png,gitqa,gitqa_164,1234,28,30,5,3,,3,cycle_backbone,0 – 2 – 22 – 25 – 4,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
329,r329_circular.png,generated,164,gen-164,11,13,3,3,7,10,node_id,10 – 9 – 0,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
330,r330_circular.png,gitqa,gitqa_165,1235,28,31,4,4,,122,node_id,1 – 0 – 3 – 12,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
331,r331_circular.png,generated,165,gen-165,11,11,4,1,4,8,node_id,2 – 10 – 1 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
332,r332_circular.png,gitqa,gitqa_166,1236,28,30,3,3,,111,node_id,1 – 17 – 0,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
333,r333_circular.png,generated,166,gen-166,19,20,5,2,6,34,node_id,4 – 17 – 10 – 3 – 9,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
334,r334_circular.png,gitqa,gitqa_167,1237,28,30,3,3,,124,node_id,2 – 0 – 1,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
335,r335_circular.png,generated,167,gen-167,21,24,6,4,11,46,node_id,4 – 19 – 20 – 8 – 16 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
336,r336_circular.png,gitqa,gitqa_168,1238,28,30,3,3,,86,node_id,15 – 3 – 0,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
337,r337_circular.png,generated,168,gen-168,18,19,3,2,8,36,node_id,6 – 10 – 4,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
338,r338_circular.png,gitqa,gitqa_169,1239,28,31,4,4,,145,node_id,24 – 4 – 0 – 3,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
339,r339_circular.png,generated,169,gen-169,15,15,4,1,4,37,node_id,7 – 6 – 10 – 3,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
340,r340_circular.png,gitqa,gitqa_170,1240,28,29,3,2,,0,cycle_backbone,6 – 0 – 2,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
341,r341_circular.png,generated,170,gen-170,11,12,5,2,6,23,node_id,6 – 2 – 4 – 5 – 1,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
342,r342_circular.png,gitqa,gitqa_171,1241,28,30,6,3,,1,cycle_backbone,17 – 0 – 2 – 4 – 25 – 27,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
343,r343_circular.png,generated,171,gen-171,21,21,6,1,6,41,node_id,5 – 16 – 4 – 14 – 20 – 8,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
344,r344_circular.png,gitqa,gitqa_172,1242,28,31,3,4,,127,node_id,12 – 0 – 1,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
345,r345_circular.png,generated,172,gen-172,18,21,3,4,5,42,node_id,5 – 1 – 2,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
346,r346_circular.png,gitqa,gitqa_173,1243,28,28,9,1,,119,node_id,19 – 1 – 0 – 3 – 8 – 7 – 27 – 21 – 2,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
347,r347_circular.png,generated,173,gen-173,21,22,4,2,10,44,node_id,19 – 8 – 4 – 10,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
348,r348_circular.png,gitqa,gitqa_174,1244,28,29,5,2,,0,cycle_backbone,0 – 1 – 6 – 9 – 2,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
349,r349_circular.png,generated,174,gen-174,11,13,5,3,6,15,node_id,10 – 5 – 9 – 1 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
350,r350_circular.png,gitqa,gitqa_175,1245,28,28,5,1,,0,cycle_backbone,2 – 1 – 0 – 14 – 12,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
351,r351_circular.png,generated,175,gen-175,17,19,6,3,10,27,node_id,11 – 14 – 5 – 4 – 1 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
352,r352_circular.png,gitqa,gitqa_176,1246,28,31,3,4,,91,node_id,1 – 0 – 4,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
353,r353_circular.png,generated,176,gen-176,14,16,3,3,4,41,node_id,7 – 1 – 0,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
354,r354_circular.png,gitqa,gitqa_177,1247,28,28,8,1,,101,node_id,27 – 0 – 1 – 11 – 12 – 3 – 20 – 23,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
355,r355_circular.png,generated,177,gen-177,15,18,4,4,9,33,node_id,8 – 5 – 7 – 12,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
356,r356_circular.png,gitqa,gitqa_178,1248,28,28,3,1,,0,cycle_backbone,6 – 0 – 2,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
357,r357_circular.png,generated,178,gen-178,22,23,5,2,7,44,node_id,1 – 19 – 4 – 10 – 8,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
358,r358_circular.png,gitqa,gitqa_179,1249,28,31,5,4,,9,cycle_backbone,3 – 0 – 1 – 9 – 18,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
359,r359_circular.png,generated,179,gen-179,21,21,6,1,6,22,node_id,15 – 20 – 7 – 6 – 10 – 14,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
360,r360_circular.png,gitqa,gitqa_180,1250,28,31,3,4,,128,node_id,1 – 0 – 2,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
361,r361_circular.png,generated,180,gen-180,17,17,3,1,3,56,node_id,9 – 12 – 5,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
362,r362_circular.png,gitqa,gitqa_181,1251,28,31,3,4,,2,cycle_backbone,2 – 11 – 0,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
363,r363_circular.png,generated,181,gen-181,18,18,4,1,4,29,node_id,16 – 12 – 15 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
364,r364_circular.png,gitqa,gitqa_182,1252,28,28,6,1,,106,node_id,16 – 26 – 4 – 24 – 0 – 1,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
365,r365_circular.png,generated,182,gen-182,22,24,5,3,14,36,node_id,3 – 2 – 13 – 5 – 20,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
366,r366_circular.png,gitqa,gitqa_183,1253,28,28,9,1,,56,node_id,1 – 0 – 5 – 25 – 24 – 21 – 16 – 10 – 3,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
367,r367_circular.png,generated,183,gen-183,18,21,6,4,10,34,node_id,5 – 7 – 13 – 17 – 2 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
368,r368_circular.png,gitqa,gitqa_184,1254,28,29,9,2,,3,cycle_backbone,1 – 0 – 2 – 12 – 20 – 13 – 3 – 18 – 9,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
369,r369_circular.png,generated,184,gen-184,18,20,3,3,9,61,node_id,12 – 16 – 14,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
370,r370_circular.png,gitqa,gitqa_185,1255,28,28,11,1,,89,node_id,7 – 9 – 10 – 0 – 1 – 16 – 12 – 15 – 26 – 23 – 11,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
371,r371_circular.png,generated,185,gen-185,20,20,4,1,4,29,node_id,15 – 2 – 0 – 1,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
372,r372_circular.png,gitqa,gitqa_186,1256,28,29,7,2,,3,cycle_backbone,1 – 16 – 12 – 15 – 26 – 2 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
373,r373_circular.png,generated,186,gen-186,13,14,5,2,7,17,node_id,1 – 2 – 9 – 7 – 3,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
374,r374_circular.png,gitqa,gitqa_187,1257,28,31,3,4,,140,node_id,9 – 3 – 0,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
375,r375_circular.png,generated,187,gen-187,12,14,6,3,10,30,node_id,2 – 7 – 3 – 4 – 0 – 11,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
376,r376_circular.png,gitqa,gitqa_188,1258,28,30,4,3,,1,cycle_backbone,20 – 0 – 2 – 23,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
377,r377_circular.png,generated,188,gen-188,12,12,3,1,3,20,node_id,4 – 9 – 3,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
378,r378_circular.png,gitqa,gitqa_189,1259,28,31,3,4,,121,node_id,4 – 0 – 1,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
379,r379_circular.png,generated,189,gen-189,22,24,4,3,8,46,node_id,6 – 1 – 19 – 5,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
380,r380_circular.png,gitqa,gitqa_190,1260,28,31,3,4,,5,cycle_backbone,3 – 1 – 0,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
381,r381_circular.png,generated,190,gen-190,18,18,5,1,5,50,node_id,4 – 9 – 1 – 3 – 7,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
382,r382_circular.png,gitqa,gitqa_191,1261,28,30,3,3,,123,node_id,3 – 0 – 27,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
383,r383_circular.png,generated,191,gen-191,16,19,6,4,11,45,node_id,1 – 0 – 15 – 13 – 3 – 6,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
384,r384_circular.png,gitqa,gitqa_192,1262,28,31,4,4,,104,node_id,2 – 0 – 13 – 7,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
385,r385_circular.png,generated,192,gen-192,11,14,3,4,8,6,node_id,2 – 1 – 8,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
386,r386_circular.png,gitqa,gitqa_193,1263,28,31,3,4,,137,node_id,20 – 0 – 1,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
387,r387_circular.png,generated,193,gen-193,11,13,4,3,7,10,node_id,8 – 2 – 1 – 3,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
388,r388_circular.png,gitqa,gitqa_194,1264,28,30,4,3,,125,node_id,4 – 17 – 2 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
389,r389_circular.png,generated,194,gen-194,16,19,5,4,10,44,node_id,1 – 2 – 7 – 3 – 10,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
390,r390_circular.png,gitqa,gitqa_195,1265,28,28,5,1,,108,node_id,12 – 14 – 0 – 1 – 17,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
391,r391_circular.png,generated,195,gen-195,13,15,6,3,10,22,node_id,12 – 8 – 4 – 5 – 0 – 7,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
392,r392_circular.png,gitqa,gitqa_196,1266,28,28,6,1,,123,node_id,1 – 0 – 6 – 19 – 4 – 3,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
393,r393_circular.png,generated,196,gen-196,19,19,3,1,3,54,node_id,11 – 3 – 7,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
394,r394_circular.png,gitqa,gitqa_197,1267,28,30,3,3,,110,node_id,3 – 18 – 0,adjacent,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
395,r395_circular.png,generated,197,gen-197,21,22,4,2,8,50,node_id,16 – 3 – 9 – 18,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
396,r396_circular.png,gitqa,gitqa_198,1268,28,28,5,1,,141,node_id,23 – 4 – 1 – 0 – 16,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
397,r397_circular.png,generated,198,gen-198,13,15,5,3,10,23,node_id,0 – 12 – 8 – 4 – 6,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
398,r398_circular.png,gitqa,gitqa_199,1269,28,29,4,2,,0,cycle_backbone,2 – 4 – 1 – 0,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
399,r399_circular.png,generated,199,gen-199,11,11,6,1,6,13,node_id,2 – 3 – 7 – 4 – 9 – 8,premature,40490,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
400,r400_circular.png,gitqa,gitqa_200,1270,28,29,5,2,,0,cycle_backbone,1 – 0 – 2 – 7 – 8,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
401,r401_circular.png,generated,200,gen-200,14,15,3,2,7,36,node_id,8 – 3 – 0,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
402,r402_circular.png,gitqa,gitqa_201,1271,28,28,6,1,,123,node_id,2 – 17 – 13 – 1 – 0 – 10,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
403,r403_circular.png,generated,201,gen-201,15,18,4,4,10,51,node_id,3 – 0 – 4 – 1,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
404,r404_circular.png,gitqa,gitqa_202,1272,28,31,3,4,,89,node_id,2 – 0 – 10,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
405,r405_circular.png,generated,202,gen-202,12,12,5,1,5,14,node_id,10 – 1 – 0 – 4 – 6,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
406,r406_circular.png,gitqa,gitqa_203,1273,28,29,4,2,,130,node_id,15 – 2 – 0 – 8,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
407,r407_circular.png,generated,203,gen-203,22,24,6,3,10,44,node_id,4 – 18 – 10 – 12 – 13 – 2,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
408,r408_circular.png,gitqa,gitqa_204,1274,28,29,4,2,,3,cycle_backbone,15 – 6 – 1 – 0,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
409,r409_circular.png,generated,204,gen-204,12,14,3,3,5,22,node_id,5 – 11 – 1,adjacent,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
410,r410_circular.png,gitqa,gitqa_205,1275,28,28,6,1,,131,node_id,27 – 15 – 1 – 0 – 16 – 14,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
411,r411_circular.png,generated,205,gen-205,22,22,4,1,4,43,node_id,7 – 5 – 8 – 20,premature,40590,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
